"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Mar 17 16:31:27 IST 2024","Sun Mar 17 16:31:27 IST 2024","86","","ClientApp.spec.js","","","","@Web Client App Login",""
